0	01100	01100	02700	02705	02673	02696	02707	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02705	02672	02693	02706	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02705	02673	02696	02707	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02704	02666	02692	02705	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02697	02665	02688	02662	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02695	02664	02689	02618	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02690	02662	02688	02575	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02680	02660	02686	02539	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02666	02660	02686	02505	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02650	02657	02686	02469	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02632	02654	02684	02439	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02610	02650	02684	02412	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02588	02645	02683	02385	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02566	02635	02681	02359	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02549	02619	02679	02338	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02529	02602	02678	02319	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
0	01100	01100	01100	02518	02583	02678	02309	0110	P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02499	02561	02675	02296	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02480	02536	02671	02282	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02462	02515	02667	02268	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02443	02492	02664	02255	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02426	02472	02657	02242	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02409	02451	02647	02227	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02388	02431	02638	02216	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02370	02410	02626	02210	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02351	02390	02614	02201	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02332	02368	02601	02197	01100	00100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02314	02347	02588	02190	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02296	02329	02569	02185	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02277	02309	02556	02182	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02256	02295	02539	02178	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02237	02277	02525	02173	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02213	02256	02513	02169	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02194	02234	02500	02164	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02175	02210	02489	02158	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02156	02189	02478	02154	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02134	02165	02470	02147	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02118	02144	02459	02141	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02102	02125	02451	02135	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02083	02106	02440	02130	01100	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
02069	02091	02433	02125	00001	01100	01100	01100		P:0.400000 I:0.010000 D:0.020000	 1100	 1100	 1100	 1100
