01000	01000	01000	02200	01143	01125	01122	02200		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02201	01144	01126	01124	04000	04000	00003	01000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02199	01137	01117	01116	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02200	01137	01121	01119	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02198	01140	01121	01118	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
000	02212	01143	01124	01122	540028976	04000	0400	P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02266	01141	01125	01121	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02358	01141	01125	01122	00001	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02439	01142	01125	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02514	01141	01124	01123	04000	00002	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02585	01135	01120	01117	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02663	01139	01122	01119	00002	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02756	01141	01125	01122	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
02820	01136	01120	01121	04000	04000	04000	00001		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
0	04000	5	01143	01126	01123	540028976	04000	0400	P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
000	02956	01143	01126	01123	540028976	04000	0400	P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03024	01143	01126	01124	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03092	01141	01121	01119	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03154	01143	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03220	01143	01126	01124	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
0	04000	3	01144	01126	01123	540028976	04000	0400	P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03325	01144	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03391	01144	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03432	01143	01125	01123	04000	04000	00003	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03500	01142	01125	01122	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03547	01143	01125	01122	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03633	01143	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03717	01144	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03756	01143	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03822	01143	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
03890	01144	01121	01117	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
0	04000	1	01143	01125	01123	540028976	04000	0400	P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04025	01143	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04092	01143	01125	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01144	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01143	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01143	01126	01124	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01142	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01143	01125	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01143	01126	01124	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01141	01123	01118	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01143	01126	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01143	01126	01124	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01143	01125	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01143	01125	01123	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
04095	01143	01126	01124	04000	04000	04000	04000		P:0.100000 I:0.010000 D:0.000000	 4000	 4000	 4000	 4000
