00001077	  -33.00	00000002 | 1500 | 0.030000 | 0.000000 | 0.000000
00001077	 -423.00	00000002 | 1500 | 0.030000 | 0.000000 | 0.000000
00001077	 -423.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001074	 -423.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -423.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -423.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001075	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -425.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001075	 -425.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -425.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001077	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001075	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -424.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001075	 -425.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -425.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001077	 -423.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001076	 -423.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001095	 -423.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001119	 -402.00	-0000012 | 1500 | 0.030000 | 0.000000 | 0.000000
00001166	 -337.00	-0000010 | 1500 | 0.030000 | 0.000000 | 0.000000
00001190	 -337.00	-0000010 | 1500 | 0.030000 | 0.000000 | 0.000000
