þû×?þû00000000	00000000	00 | 1500
00003800000326	-0000774	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000326	-0000774	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000327	-0000773	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000328	-0000772	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000329	-0000771	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000330	-0000770	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000331	-0000769	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000332	-0000768	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
