þû×?þû00000000	00000000	00 | 1500
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000333	-0000767	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000334	-0000766	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000335	-0000765	-0 | 1100
00003800000336	-0000764	-0 | 1100
00003800000336	-0000764	-0 | 1100
00003800000336	-0000764	-0 | 1100
00003800000336	-0000764	-0 | 1100
00003800000336	-0000764	-0 | 1100
00003800000336	-0000764	-0 | 1100
00003800000336	-0000764	-0 | 1100
00003800000336	-0000764	-0 | 1100
00003800000336	-0000764	-0 | 1100
00003800000336	-0000764	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000337	-0000763	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000338	-0000762	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000339	-0000761	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000340	-0000760	-0 | 1100
00003800000359	-0000741	-0 | 1100
00003700000359	-0000741	-0 | 1100
00003700000359	-0000741	-0 | 1100
00003700000363	-0000737	-0 | 1100
00003600000363	-0000737	-0 | 1100
00003600000363	-0000737	-0 | 1100
00003600000363	-0000737	-0 | 1100
00003600000363	-0000737	-0 | 1100
00003600000370	-0000730	-0 | 1100
00003600000370	-0000730	-0 | 1100
00003600000370	-0000730	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000374	-0000726	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000373	-0000727	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000371	-0000729	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000372	-0000728	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000375	-0000725	-0 | 1100
00003600000386	-0000714	-0 | 1100
00003500000386	-0000714	-0 | 1100
00003500000386	-0000714	-0 | 1100
00003500000386	-0000714	-0 | 1100
00003500000403	-0000697	-0 | 1100
00003400000403	-0000697	-0 | 1100
00003400000403	-0000697	-0 | 1100
00003400000418	-0000682	-0 | 1100
00003400000418	-0000682	-0 | 1100
00003400000418	-0000682	-0 | 1100
00003400000418	-0000682	-0 | 1100
00003400000434	-0000666	-0 | 1100
00003300000434	-0000666	-0 | 1100
00003300000434	-0000666	-0 | 1100
00003300000461	-0000639	-0 | 1100
00003100000461	-0000639	-0 | 1100
00003100000461	-0000639	-0 | 1100
00003100000461	-0000639	-0 | 1100
00003100000500	-0000600	-0 | 1100
00003000000500	-0000600	-0 | 1100
00003000000500	-0000600	-0 | 1100
00003000000536	-0000564	-0 | 1100
00002800000536	-0000564	-0 | 1100
00002800000536	-0000564	-0 | 1100
00002800000572	-0000528	-0 | 1100
00002600000572	-0000528	-0 | 1100
00002600000572	-0000528	-0 | 1100
00002600000572	-0000528	-0 | 1100
00002600000621	-0000479	-0 | 1100
00002300000621	-0000479	-0 | 1100
00002300000621	-0000479	-0 | 1100
00002300000694	-0000406	-0 | 1100
00002000000694	-0000406	-0 | 1100
00002000000694	-0000406	-0 | 1100
00002000000696	-0000404	-0 | 1100
00002000000696	-0000404	-0 | 1100
00002000000696	-0000404	-0 | 1100
00002000000734	-0000366	-0 | 1100
00001800000734	-0000366	-0 | 1100
00001800000734	-0000366	-0 | 1100
00001800000734	-0000366	-0 | 1100
00001800000784	-0000316	-0 | 1100
00001500000784	-0000316	-0 | 1100
00001500000784	-0000316	-0 | 1100
00001500000828	-0000272	-0 | 1100
00001300000828	-0000272	-0 | 1100
00001300000828	-0000272	-0 | 1100
00001300000828	-0000272	-0 | 1100
00001300000881	-0000219	-0 | 1100
00001000000881	-0000219	-0 | 1100
00001000000881	-0000219	-0 | 1100
00001000000881	-0000219	-0 | 1100
00001000000937	-0000163	-0 | 1100
00000800000937	-0000163	-0 | 1100
00000800000937	-0000163	-0 | 1100
00000800000989	-0000111	-0 | 1100
00000500000989	-0000111	-0 | 1100
00000500000989	-0000111	-0 | 1100
00000500000989	-0000111	-0 | 1100
00000500001048	-0000052	-0 | 1100
00000200001048	-0000052	-0 | 1100
00000200001048	-0000052	-0 | 1100
00000200001168	00000068	00 | 1100
00000300001168	00000068	00 | 1100
00000300001168	00000068	00 | 1100
00000300001168	00000068	00 | 1100
00000300001240	00000140	00 | 1100
00000700001240	00000140	00 | 1100
00000700001240	00000140	00 | 1100
00000700001286	00000186	00 | 1100
00000900001286	00000186	00 | 1100
00000900001286	00000186	00 | 1100
00000900001291	00000191	00 | 1100
00000900001291	00000191	00 | 1100
00000900001291	00000191	00 | 1100
00000900001291	00000191	00 | 1100
00000900001358	00000258	00 | 1100
00001200001358	00000258	00 | 1100
00001200001358	00000258	00 | 1100
00001200001456	00000356	00 | 1100
00001700001456	00000356	00 | 1100
00001700001456	00000356	00 | 1100
00001700001511	00000411	00 | 1100
00002000001511	00000411	00 | 1100
00002000001511	00000411	00 | 1100
00002000001573	00000473	00 | 1100
00002300001573	00000473	00 | 1100
00002300001573	00000473	00 | 1100
00002300001573	00000473	00 | 1100
00002300001646	00000546	00 | 1100
00002700001646	00000546	00 | 1100
00002700001646	00000546	00 | 1100
00002700001696	00000596	00 | 1100
00002900001696	00000596	00 | 1100
00002900001696	00000596	00 | 1100
00002900001696	00000596	00 | 1100
00002900001696	00000596	00 | 1100
00002900001766	00000666	00 | 1100
00003300001766	00000666	00 | 1100
00003300001766	00000666	00 | 1100
00003300001825	00000725	00 | 1100
00003600001825	00000725	00 | 1100
00003600001825	00000725	00 | 1100
00003600001871	00000771	00 | 1100
00003800001871	00000771	00 | 1100
00003800001871	00000771	00 | 1100
00003800001834	00000734	00 | 1100
00003600001834	00000734	00 | 1100
00003600001834	00000734	00 | 1100
00003600001844	00000744	00 | 1100
00003700001844	00000744	00 | 1100
00003700001844	00000744	00 | 1100
00003700001844	00000744	00 | 1100
00003700001854	00000754	00 | 1100
00003700001854	00000754	00 | 1100
00003700001854	00000754	00 | 1100
