01992	00555	01934	02000	01300	01500	03000	03000	300	01500	03000	03000	01994	00533	01933	001	1300	015	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01933	02000	01300	01500	03000	03000	01991	00564	01932	02000	01300	01500	03000	03000	01995	00578	0193	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0	01500	03000	03000	01993	00520	01932	02002	01300	01500	03000	03000	01994	00534	01934	02000	01300	01	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
000	01993	00533	01933	02000	01300	01500	03000	03000	01992	00567	01932	02001	01300	01500	03000	03000		P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01932	02001	01300	01500	03000	03000	01992	00574	01933	02000	01300	01500	03000	03000	01993	00542	0193	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0	01500	03000	03000	01993	00560	01934	02001	01300	01500	03000	03000	01991	00568	01932	02001	01300	01	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
000	01991	00552	01933	02001	01300	01500	03000	03000	01993	00556	01933	02002	01300	01500	03000	03000		P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01933	02001	01300	01500	03000	03000	01993	00523	01933	02002	01300	01500	03000	03000	01993	00531	0193	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0	01500	03000	03000	01992	00573	01933	02000	01300	01500	03000	03000	01992	00559	01933	02000	01300	01	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
000	01993	00549	01933	02000	01300	01500	03000	03000	01993	00526	01933	02000	01300	01500	03000	03000		P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01932	02001	01300	01500	03000	03000	01992	00542	01934	02000	01300	01500	03000	03000	01992	00570	0193	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0	01500	03000	03000	01992	00581	01934	02000	01300	01500	03000	03000	01993	00562	01933	02002	01300	01	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
000	01992	00541	01933	02002	01300	01500	03000	03000	01992	00529	01934	02000	01300	01500	03000	03000		P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01933	02001	01300	01500	03000	03000	01993	00538	01933	02000	01300	01500	03000	03000	01992	00575	0193	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0	01500	03000	03000	01994	00561	01933	02000	01300	01500	03000	03000	01994	00530	01933	02001	01300	01	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
000	01992	00522	01932	02000	01300	01500	03000	03000	01993	00553	01932	02001	01300	01500	03000	03000		P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01933	02001	01300	01500	03000	03000	01993	00574	01933	02001	01300	01500	03000	03000	01993	00549	0193	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0	01500	03000	03000	01992	00532	01932	01999	01300	01500	03000	03000	01993	00545	01933	02000	01300	01	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
000	01993	00571	01933	02001	01300	01500	03000	03000	01994	00550	01933	02001	01300	01500	03000	03000		P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01933	02000	01300	01500	03000	03000	01992	00527	01933	02000	01300	01500	03000	03000	01992	00550	0193	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0	01500	03000	03000	01992	00550	01934	02001	01300	01500	03000	03000	01992	00568	01933	02002	01300	01	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
000	01993	00549	01933	02000	01300	01500	03000	03000	01992	00516	01932	02000	01300	01500	03000	03000		P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01933	02001	01300	01500	03000	03000	01994	00569	01932	02001	01300	01500	03000	03000	01993	00570	0193	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0	01500	03000	03000	01993	00547	01932	01999	01300	01500	03000	03000	01992	00528	01933	02001	01300	01	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
000	01994	00548	01933	02000	01300	01500	03000	03000	01993	00571	01933	02002	01300	01500	03000	03000		P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01933	02000	01300	01500	03000	03000	01991	00538	01932	02000	01300	01500	03000	03000	01993	00552	0193	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0	01500	03000	03000	01993	00573	01934	02001	01300	01500	03000	03000	01993	00586	01933	02001	01300	01	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
000	01993	00573	01933	02001	01300	01500	03000	03000	01991	00563	01933	02001	01300	01500	03000	03000		P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01934	02000	01300	01500	03000	03000	01992	00540	01933	02000	01300	01500	03000	03000	01993	00575	0193	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0	01500	03000	03000	01993	00571	01934	02000	01300	01500	03000	03000	01993	00533	01933	02000	01300	01	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
000	01993	00546	01933	02000	01300	01500	03000	03000	01992	00560	01933	02001	01300	01500	03000	03000		P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
00	03000	01993	00529	01934	02001	01300	01500	03000	03000	01990	00515	01931	02001	01300	01500	03000	0	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0543	01933	02000	01300	01500	03000	03000	01993	00544	01934	02000	01300	01500	00003	03000	01991	00520	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00567	01932	02001	01300	01500	03000	03000	33	02000	01300	01500	03000	03000	01994	00557	01935	0	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01990	00527	01932	02001	01300	01500	03000	03000	33	02000	01300	01500	03000	03000	01994	00557	01935	0	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00565	01934	02000	01300	01500	03000	03000	33	02000	01300	01500	03000	03000	01994	00557	01935	0	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00570	01933	02001	01300	01500	03000	03000	33	02000	01300	01500	03000	03000	01994	00557	01935	0	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00513	01931	02000	01300	01500	03000	03000	33	02000	01300	01500	03000	03000	01994	00557	01935	0	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00566	01935	02001	01300	01500	03000	03000	33	02000	01300	01500	03000	03000	01994	00557	01935	0	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01991	00551	01934	02000	01300	01500	03000	03000	33	02000	01300	01500	03000	03000	01994	00557	01935	0	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00525	01933	02001	01300	01500	03000	03000	33	02000	01300	01500	03000	03000	01994	00557	01935	0	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01994	00573	01933	02000	01300	01500	03000	03000	01993	00548	01933	02001	01300	01500	03000	03000	35	0	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01933	02000	01300	01500	03000	03000	01994	00514	01934	02000	01300	01500	03000	03000	01993	00550	0193	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
0	01500	03000	03000	01993	00559	01932	02001	01300	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00541	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01994	00567	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00543	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01991	00536	01932	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00583	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00525	01934	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00578	01934	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00536	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01991	00538	01932	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00594	01934	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00504	01934	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00549	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00581	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00547	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00536	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00557	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00537	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00552	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00558	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01994	00523	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00556	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00574	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01995	00523	01932	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00566	01934	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00581	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00524	01932	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00575	01933	01999	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00550	01932	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00546	01933	02002	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00573	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00536	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00542	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00569	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00545	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00517	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00573	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00542	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00540	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00562	01932	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00539	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01992	00547	01933	02000	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00554	01933	02001	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
01993	00531	01932	02002	01300	01500	03000	03000	0	01500	03000	03000	000	01992	00542	01936	02001	0130	P:0.100000 I:0.010000 D:0.000000	 1300	 1500	 3000	 3000
